airline,date,sentiment,pk
other,2017-11-28,negative,4377
iberia,2017-11-28,negative,4378
other,2017-12-30,positive,4379
other,2017-12-30,positive,4380
other,2017-12-30,positive,4381
iberia,2017-12-30,positive,4382
iberia,2017-12-14,negative,4383
iberia,2017-11-26,neutral,4384
other,2017-11-26,neutral,4385
iberia,2017-11-26,neutral,4386
iberia,2017-11-22,neutral,4387
iberia,2017-11-22,neutral,4388
iberia,2017-12-04,neutral,4389
iberia,2017-12-13,neutral,4390
iberia,2017-12-26,negative,4391
ryanair,2017-11-23,neutral,4392
iberia,2017-12-21,negative,4393
iberia,2017-12-21,negative,4394
other,2017-12-26,negative,4395
iberia,2017-12-26,negative,4396
iberia,2017-12-01,neutral,4397
iberia,2017-11-21,neutral,4398
iberia,2017-12-02,neutral,4399
iberia,2017-12-23,negative,4400
other,2017-12-14,negative,4401
iberia,2017-12-14,negative,4402
ryanair,2017-11-23,neutral,4403
iberia,2017-12-30,negative,4404
iberia,2017-11-15,neutral,4405
iberia,2017-12-14,neutral,4406
other,2018-01-03,negative,4407
other,2018-01-03,negative,4408
other,2017-12-15,neutral,4409
other,2017-10-26,positive,4410
other,2017-10-26,positive,4411
other,2017-10-26,positive,4412
other,2017-10-26,positive,4413
iberia,2017-12-01,negative,4414
iberia,2018-01-04,neutral,4415
iberia,2017-11-07,neutral,4416
other,2017-11-24,positive,4417
iberia,2017-11-24,positive,4418
vueling,2017-11-24,positive,4419
iberia,2017-11-27,negative,4420
iberia,2017-11-27,negative,4421
iberia,2017-12-27,positive,4422
iberia,2017-12-14,negative,4423
other,2017-12-14,negative,4424
other,2017-12-16,neutral,4425
other,2017-11-14,neutral,4426
other,2017-11-14,neutral,4427
other,2017-12-12,negative,4428
iberia,2017-12-15,negative,4429
other,2017-12-15,negative,4430
iberia,2018-01-04,negative,4431
other,2017-11-27,negative,4432
other,2017-11-23,negative,4433
iberia,2017-11-23,negative,4434
iberia,2017-10-26,neutral,4435
iberia,2017-11-16,positive,4436
other,2017-11-16,positive,4437
iberia,2017-11-17,negative,4438
other,2017-12-24,positive,4439
other,2017-12-24,positive,4440
other,2017-12-24,positive,4441
other,2018-01-02,negative,4442
other,2018-01-02,negative,4443
iberia,2018-01-02,negative,4444
other,2018-01-02,negative,4445
other,2018-01-02,negative,4446
other,2018-01-02,negative,4447
other,2018-01-02,negative,4448
other,2018-01-02,negative,4449
other,2018-01-02,negative,4450
other,2017-11-22,neutral,4451
iberia,2017-11-22,neutral,4452
other,2017-12-12,negative,4453
iberia,2017-12-02,positive,4454
iberia,2017-10-26,negative,4455
iberia,2018-01-02,neutral,4456
iberia,2018-01-04,negative,4457
iberia,2017-11-30,negative,4458
ryanair,2017-10-27,negative,4459
aena,2017-10-25,neutral,4460
other,2017-11-23,negative,4461
iberia,2017-11-23,negative,4462
iberia,2017-12-18,negative,4463
other,2017-12-18,neutral,4464
other,2017-11-30,negative,4465
other,2017-12-19,neutral,4466
iberia,2017-12-19,neutral,4467
other,2018-01-08,positive,4468
other,2017-11-20,negative,4469
iberia,2017-11-20,negative,4470
other,2017-10-25,negative,4471
other,2017-10-25,negative,4472
iberia,2017-10-25,negative,4473
iberia,2017-12-13,neutral,4474
other,2017-11-14,neutral,4475
other,2017-11-14,neutral,4476
other,2017-11-14,neutral,4477
iberia,2017-11-07,positive,4478
iberia,2017-12-15,negative,4479
iberia,2017-12-17,negative,4480
other,2017-12-02,negative,4481
iberia,2017-12-02,negative,4482
iberia,2017-12-14,negative,4483
iberia,2017-11-16,neutral,4484
other,2017-12-22,neutral,4485
iberia,2017-12-22,neutral,4486
other,2017-12-22,neutral,4487
iberia,2017-12-22,neutral,4488
other,2017-12-22,negative,4489
iberia,2017-12-22,negative,4490
iberia,2017-12-13,negative,4491
iberia,2017-11-07,neutral,4492
other,2017-11-28,positive,4493
other,2018-01-01,neutral,4494
other,2018-01-01,neutral,4495
other,2018-01-01,neutral,4496
iberia,2017-12-02,negative,4497
iberia,2017-11-21,negative,4498
iberia,2017-12-17,negative,4499
iberia,2017-11-23,negative,4500
other,2017-11-23,negative,4501
iberia,2017-11-20,positive,4502
iberia,2017-11-26,neutral,4503
iberia,2017-12-03,negative,4504
other,2017-12-03,negative,4505
iberia,2017-11-13,neutral,4506
other,2017-11-22,positive,4507
other,2017-11-22,positive,4508
iberia,2017-11-27,neutral,4509
other,2017-12-19,neutral,4510
iberia,2017-12-19,neutral,4511
other,2017-10-25,negative,4512
other,2017-10-25,negative,4513
iberia,2017-10-25,negative,4514
iberia,2017-12-13,negative,4515
aireuropa,2017-12-13,negative,4516
iberia,2017-12-12,negative,4517
other,2017-12-14,negative,4518
iberia,2017-11-24,neutral,4519
iberia,2017-10-25,negative,4520
iberia,2017-12-26,negative,4521
iberia,2017-11-17,positive,4522
iberia,2017-11-29,negative,4523
iberia,2017-11-22,neutral,4524
iberia,2017-12-13,negative,4525
other,2017-12-13,negative,4526
iberia,2017-12-13,negative,4527
ryanair,2017-12-12,negative,4528
ryanair,2017-12-12,negative,4529
other,2018-01-03,neutral,4530
iberia,2017-12-13,negative,4531
other,2018-01-08,neutral,4532
iberia,2017-12-04,positive,4533
other,2017-12-04,positive,4534
other,2017-12-18,neutral,4535
other,2017-12-18,neutral,4536
iberia,2017-11-28,positive,4537
iberia,2017-11-28,neutral,4538
iberia,2017-12-14,negative,4539
ryanair,2017-12-28,neutral,4540
other,2017-11-28,negative,4541
iberia,2017-12-22,neutral,4542
iberia,2017-12-29,positive,4543
ryanair,2018-01-04,negative,4544
ryanair,2018-01-04,negative,4545
iberia,2017-11-30,negative,4546
iberia,2017-12-13,negative,4547
iberia,2017-12-04,negative,4548
other,2017-10-27,neutral,4549
other,2017-10-27,neutral,4550
iberia,2017-10-27,neutral,4551
other,2017-11-03,negative,4552
iberia,2017-12-26,negative,4553
iberia,2017-12-17,neutral,4554
iberia,2017-11-14,negative,4555
other,2017-11-02,neutral,4556
iberia,2017-11-23,neutral,4557
iberia,2017-12-28,negative,4558
other,2017-12-27,negative,4559
other,2017-12-27,negative,4560
other,2017-11-03,negative,4561
ryanair,2017-11-30,neutral,4562
iberia,2017-11-07,neutral,4563
other,2017-12-15,negative,4564
iberia,2017-12-15,negative,4565
other,2017-12-15,negative,4566
iberia,2017-12-27,positive,4567
iberia,2017-12-25,neutral,4568
iberia,2018-01-08,positive,4569
other,2017-11-30,neutral,4570
other,2017-11-30,neutral,4571
iberia,2017-12-14,negative,4572
other,2017-11-09,negative,4573
iberia,2017-12-12,negative,4574
other,2017-12-22,negative,4575
iberia,2017-12-22,negative,4576
other,2017-12-22,negative,4577
other,2017-12-22,negative,4578
iberia,2017-12-18,negative,4579
iberia,2017-12-04,positive,4580
iberia,2017-12-04,positive,4581
iberia,2017-12-24,neutral,4582
iberia,2018-01-04,negative,4583
iberia,2017-11-23,neutral,4584
iberia,2017-12-25,negative,4585
other,2017-12-13,negative,4586
iberia,2017-12-13,negative,4587
other,2017-12-13,negative,4588
iberia,2017-12-25,negative,4589
iberia,2017-12-25,negative,4590
iberia,2017-12-25,negative,4591
iberia,2018-01-04,neutral,4592
other,2017-10-26,negative,4593
other,2017-10-26,negative,4594
other,2017-10-26,negative,4595
other,2017-10-26,negative,4596
other,2017-10-26,negative,4597
other,2017-10-26,negative,4598
other,2017-10-26,negative,4599
iberia,2017-12-15,negative,4600
other,2017-12-14,negative,4601
iberia,2017-12-14,negative,4602
iberia,2017-10-31,negative,4603
other,2017-12-15,neutral,4604
iberia,2017-12-15,neutral,4605
ryanair,2017-12-05,negative,4606
iberia,2017-11-26,positive,4607
iberia,2017-11-26,positive,4608
other,2017-11-26,positive,4609
iberia,2017-11-24,positive,4610
other,2017-12-12,neutral,4611
other,2017-12-12,neutral,4612
other,2017-12-02,negative,4613
iberia,2017-12-16,negative,4614
iberia,2017-11-23,neutral,4615
iberia,2017-12-23,negative,4616
ryanair,2017-12-03,negative,4617
iberia,2018-01-04,neutral,4618
iberia,2017-12-25,negative,4619
other,2017-11-14,negative,4620
other,2017-11-20,positive,4621
iberia,2017-11-20,positive,4622
other,2017-11-27,neutral,4623
vueling,2017-11-27,neutral,4624
other,2017-11-27,neutral,4625
other,2017-11-27,neutral,4626
other,2017-11-27,neutral,4627
other,2017-11-27,neutral,4628
other,2017-11-27,neutral,4629
easyjet,2017-11-27,neutral,4630
other,2017-11-25,negative,4631
iberia,2017-11-14,negative,4632
iberia,2017-11-14,negative,4633
other,2017-12-30,neutral,4634
other,2017-10-26,positive,4635
other,2018-01-03,neutral,4636
other,2018-01-03,neutral,4637
other,2017-10-30,neutral,4638
other,2017-10-30,neutral,4639
other,2017-11-22,negative,4640
iberia,2017-11-22,negative,4641
iberia,2017-10-31,negative,4642
iberia,2017-11-07,positive,4643
iberia,2017-11-07,positive,4644
other,2017-11-17,neutral,4645
other,2017-11-17,neutral,4646
iberia,2017-11-16,positive,4647
iberia,2017-12-03,positive,4648
iberia,2017-12-03,positive,4649
iberia,2017-11-16,negative,4650
ryanair,2017-12-19,positive,4651
ryanair,2018-01-03,negative,4652
other,2018-01-03,neutral,4653
other,2018-01-03,neutral,4654
other,2017-12-21,negative,4655
other,2017-12-21,negative,4656
other,2017-12-21,negative,4657
iberia,2017-12-21,negative,4658
iberia,2017-11-09,negative,4659
iberia,2018-01-04,negative,4660
iberia,2017-11-17,negative,4661
other,2017-11-14,negative,4662
other,2017-11-14,negative,4663
other,2017-11-14,negative,4664
iberia,2017-11-14,negative,4665
other,2017-11-14,negative,4666
other,2017-11-14,negative,4667
other,2017-11-14,negative,4668
other,2017-11-14,negative,4669
other,2017-11-14,negative,4670
iberia,2017-11-16,neutral,4671
iberia,2017-12-31,neutral,4672
other,2017-12-22,negative,4673
iberia,2017-12-22,negative,4674
other,2017-12-22,negative,4675
iberia,2017-11-07,positive,4676
other,2018-01-08,positive,4677
iberia,2018-01-08,positive,4678
other,2018-01-08,positive,4679
other,2018-01-08,positive,4680
other,2018-01-08,positive,4681
other,2018-01-08,positive,4682
other,2018-01-08,positive,4683
other,2018-01-08,positive,4684
iberia,2017-11-05,negative,4685
iberia,2017-12-13,negative,4686
iberia,2017-11-21,negative,4687
other,2017-11-21,negative,4688
iberia,2017-11-04,negative,4689
iberia,2017-10-26,negative,4690
other,2017-12-04,negative,4691
iberia,2017-12-04,negative,4692
iberia,2017-12-24,negative,4693
iberia,2017-12-24,negative,4694
other,2017-11-02,negative,4695
iberia,2017-11-02,negative,4696
other,2017-11-21,positive,4697
iberia,2017-11-15,positive,4698
other,2017-11-15,positive,4699
iberia,2017-12-31,negative,4700
other,2017-11-06,negative,4701
ryanair,2017-11-30,neutral,4702
iberia,2017-11-21,negative,4703
other,2017-11-13,negative,4704
iberia,2017-12-15,negative,4705
iberia,2017-12-01,neutral,4706
other,2017-11-30,neutral,4707
iberia,2017-11-30,neutral,4708
iberia,2017-11-22,negative,4709
ryanair,2017-11-22,negative,4710
iberia,2017-12-18,negative,4711
iberia,2017-11-21,neutral,4712
other,2017-11-13,neutral,4713
iberia,2017-12-23,positive,4714
iberia,2017-12-27,negative,4715
other,2017-11-27,negative,4716
other,2017-11-27,negative,4717
other,2017-11-28,neutral,4718
iberia,2017-11-28,neutral,4719
iberia,2017-11-28,neutral,4720
aireuropa,2017-11-28,neutral,4721
other,2018-01-02,positive,4722
other,2017-11-16,negative,4723
iberia,2017-11-16,negative,4724
other,2017-11-29,neutral,4725
vueling,2017-11-30,neutral,4726
iberia,2017-11-30,neutral,4727
iberia,2017-11-27,negative,4728
iberia,2017-11-14,neutral,4729
iberia,2017-11-14,neutral,4730
other,2017-11-27,neutral,4731
other,2017-11-27,neutral,4732
iberia,2017-12-18,negative,4733
other,2017-12-18,negative,4734
iberia,2017-11-30,negative,4735
other,2017-11-30,negative,4736
other,2017-10-25,negative,4737
other,2017-10-25,negative,4738
other,2017-10-25,negative,4739
other,2017-10-25,negative,4740
other,2017-10-25,negative,4741
other,2017-10-25,negative,4742
other,2017-10-25,negative,4743
other,2017-10-25,negative,4744
other,2017-10-25,negative,4745
other,2017-12-18,negative,4746
other,2017-12-18,negative,4747
other,2017-12-18,negative,4748
other,2017-12-18,negative,4749
other,2017-12-18,negative,4750
other,2017-12-18,negative,4751
iberia,2017-11-27,neutral,4752
iberia,2017-12-24,negative,4753
other,2018-01-08,negative,4754
other,2018-01-08,negative,4755
other,2018-01-08,negative,4756
other,2018-01-08,negative,4757
other,2018-01-08,negative,4758
other,2018-01-08,negative,4759
other,2018-01-08,negative,4760
other,2018-01-08,negative,4761
lufthansa,2018-01-08,negative,4762
other,2017-11-24,negative,4763
other,2017-11-24,negative,4764
ryanair,2017-11-24,negative,4765
other,2017-11-24,negative,4766
iberia,2017-11-24,negative,4767
other,2017-11-24,negative,4768
other,2017-11-24,negative,4769
ryanair,2017-11-24,negative,4770
other,2017-12-16,neutral,4771
iberia,2017-12-16,neutral,4772
iberia,2017-12-24,negative,4773
iberia,2017-11-30,neutral,4774
iberia,2017-12-17,negative,4775
iberia,2017-12-17,negative,4776
other,2017-11-17,negative,4777
iberia,2017-11-07,neutral,4778
iberia,2017-11-22,positive,4779
iberia,2017-12-25,negative,4780
iberia,2017-11-23,positive,4781
iberia,2017-11-23,positive,4782
iberia,2017-10-26,neutral,4783
other,2017-10-26,neutral,4784
other,2017-12-13,negative,4785
other,2017-12-13,negative,4786
iberia,2017-11-14,negative,4787
other,2017-12-31,positive,4788
other,2017-12-13,negative,4789
other,2017-12-22,negative,4790
other,2017-12-22,negative,4791
other,2017-12-22,negative,4792
other,2017-12-22,negative,4793
other,2017-12-22,negative,4794
other,2017-12-22,negative,4795
other,2017-12-22,negative,4796
iberia,2018-01-03,positive,4797
iberia,2018-01-03,positive,4798
iberia,2017-12-13,negative,4799
ryanair,2017-11-23,positive,4800
vasp,2017-11-23,neutral,4801
iberia,2017-11-23,neutral,4802
iberia,2017-12-12,negative,4803
other,2017-11-05,negative,4804
other,2017-12-30,neutral,4805
iberia,2017-11-06,negative,4806
other,2017-11-29,positive,4807
other,2017-11-07,negative,4808
iberia,2017-11-07,negative,4809
other,2017-11-07,negative,4810
other,2017-11-07,negative,4811
other,2017-11-07,negative,4812
other,2017-11-07,negative,4813
other,2017-11-07,negative,4814
other,2017-11-07,negative,4815
other,2017-11-07,negative,4816
other,2017-11-06,negative,4817
other,2017-11-06,negative,4818
iberia,2017-12-25,neutral,4819
iberia,2017-12-13,negative,4820
iberia,2017-11-29,negative,4821
other,2017-12-02,positive,4822
iberia,2017-12-02,positive,4823
other,2017-12-22,negative,4824
iberia,2017-12-22,negative,4825
ryanair,2017-12-18,negative,4826
iberia,2017-12-19,negative,4827
other,2017-11-21,positive,4828
other,2017-11-21,positive,4829
iberia,2017-11-21,positive,4830
iberia,2017-12-25,negative,4831
other,2017-11-06,positive,4832
other,2017-11-06,positive,4833
other,2017-11-06,positive,4834
other,2017-11-06,positive,4835
iberia,2017-11-06,positive,4836
iberia,2017-11-06,positive,4837
other,2017-11-06,positive,4838
other,2017-11-06,positive,4839
other,2017-11-06,positive,4840
other,2017-11-28,neutral,4841
other,2017-12-18,neutral,4842
iberia,2017-12-18,neutral,4843
other,2017-11-29,negative,4844
other,2017-11-29,negative,4845
vueling,2017-11-29,negative,4846
ryanair,2017-11-29,negative,4847
easyjet,2017-11-29,negative,4848
other,2017-11-25,negative,4849
iberia,2017-12-23,negative,4850
iberia,2017-12-21,negative,4851
iberia,2017-11-02,negative,4852
other,2017-11-30,neutral,4853
other,2017-10-30,positive,4854
iberia,2017-10-30,positive,4855
iberia,2017-12-14,positive,4856
other,2017-12-14,negative,4857
iberia,2017-12-14,negative,4858
iberia,2017-11-23,neutral,4859
iberia,2017-12-29,negative,4860
other,2017-11-14,positive,4861
iberia,2017-11-16,negative,4862
ryanair,2017-11-16,negative,4863
other,2017-12-14,neutral,4864
iberia,2017-12-17,negative,4865
other,2017-12-14,negative,4866
iberia,2018-01-08,neutral,4867
iberia,2017-11-21,negative,4868
iberia,2017-11-03,negative,4869
iberia,2017-11-30,neutral,4870
iberia,2017-11-20,negative,4871
iberia,2017-11-27,negative,4872
iberia,2017-11-22,neutral,4873
other,2017-11-28,negative,4874
iberia,2017-11-29,negative,4875
other,2017-11-21,positive,4876
other,2017-11-21,positive,4877
other,2017-11-21,positive,4878
iberia,2017-11-21,positive,4879
other,2017-11-21,positive,4880
other,2017-11-21,positive,4881
other,2017-11-21,positive,4882
other,2017-11-21,positive,4883
other,2017-11-21,positive,4884
iberia,2017-11-28,negative,4885
iberia,2017-12-17,neutral,4886
other,2017-10-26,positive,4887
other,2017-10-26,positive,4888
other,2017-10-26,positive,4889
iberia,2017-11-21,negative,4890
iberia,2017-12-29,negative,4891
other,2017-11-30,negative,4892
iberia,2017-11-30,negative,4893
other,2017-11-30,negative,4894
other,2017-11-27,negative,4895
iberia,2017-11-27,negative,4896
iberia,2017-10-25,negative,4897
iberia,2017-12-26,negative,4898
other,2017-11-05,negative,4899
other,2017-11-05,negative,4900
other,2017-12-13,negative,4901
iberia,2017-11-25,negative,4902
iberia,2017-11-21,neutral,4903
other,2017-11-24,neutral,4904
other,2017-10-30,negative,4905
other,2017-10-30,negative,4906
other,2017-10-30,negative,4907
iberia,2017-10-30,negative,4908
iberia,2017-12-14,negative,4909
other,2017-11-27,positive,4910
other,2017-11-28,negative,4911
iberia,2017-11-28,negative,4912
iberia,2017-11-28,negative,4913
iberia,2018-01-02,negative,4914
ryanair,2017-11-30,negative,4915
other,2017-10-26,negative,4916
other,2017-12-26,negative,4917
iberia,2017-12-26,negative,4918
other,2017-12-12,neutral,4919
other,2017-12-12,neutral,4920
other,2017-12-12,neutral,4921
other,2017-12-12,neutral,4922
iberia,2017-12-03,negative,4923
iberia,2017-11-26,negative,4924
other,2017-12-18,neutral,4925
vueling,2017-12-18,neutral,4926
iberia,2017-12-18,neutral,4927
iberia,2017-11-13,negative,4928
other,2017-11-14,neutral,4929
other,2017-11-14,neutral,4930
other,2017-12-22,negative,4931
iberia,2017-12-22,negative,4932
other,2017-12-22,negative,4933
iberia,2017-11-20,positive,4934
iberia,2017-12-29,negative,4935
other,2017-12-18,negative,4936
ryanair,2017-12-18,negative,4937
other,2017-12-18,negative,4938
other,2017-11-26,negative,4939
other,2017-11-26,negative,4940
other,2017-11-26,negative,4941
other,2017-11-26,negative,4942
vueling,2017-11-26,negative,4943
iberia,2017-11-22,negative,4944
other,2017-12-06,negative,4945
other,2017-12-06,negative,4946
other,2017-12-06,negative,4947
other,2017-12-06,negative,4948
other,2017-12-06,negative,4949
other,2017-12-06,negative,4950
ryanair,2018-01-04,negative,4951
ryanair,2018-01-04,negative,4952
other,2017-11-05,negative,4953
iberia,2017-11-05,negative,4954
iberia,2017-12-24,positive,4955
ryanair,2017-11-30,neutral,4956
iberia,2017-12-05,positive,4957
other,2017-12-22,negative,4958
other,2017-12-22,negative,4959
iberia,2017-12-24,negative,4960
vueling,2017-11-25,negative,4961
norwegian,2017-11-25,negative,4962
ryanair,2017-11-25,negative,4963
other,2017-12-04,neutral,4964
other,2017-12-04,neutral,4965
iberia,2017-12-04,neutral,4966
other,2017-12-25,negative,4967
iberia,2017-11-28,negative,4968
aireuropa,2017-12-27,negative,4969
other,2017-12-16,negative,4970
iberia,2017-12-19,negative,4971
aena,2017-10-25,negative,4972
iberia,2017-10-25,negative,4973
iberia,2018-01-08,neutral,4974
iberia,2017-12-30,positive,4975
iberia,2017-12-05,negative,4976
iberia,2017-12-05,negative,4977
iberia,2017-12-01,negative,4978
other,2017-12-01,negative,4979
other,2017-12-01,negative,4980
iberia,2017-12-01,negative,4981
other,2017-11-29,neutral,4982
iberia,2017-11-05,negative,4983
other,2017-11-05,negative,4984
iberia,2017-11-05,negative,4985
iberia,2017-11-23,neutral,4986
other,2017-12-17,neutral,4987
iberia,2017-12-17,neutral,4988
iberia,2017-11-14,neutral,4989
iberia,2017-12-13,negative,4990
iberia,2017-12-03,negative,4991
other,2017-12-03,negative,4992
other,2017-12-18,negative,4993
other,2017-12-03,negative,4994
other,2017-12-12,negative,4995
other,2017-12-13,negative,4996
other,2017-12-13,negative,4997
iberia,2017-11-23,positive,4998
iberia,2017-12-18,negative,4999
other,2017-11-29,negative,5000
iberia,2017-11-29,negative,5001
other,2017-11-29,negative,5002
iberia,2017-10-25,negative,5003
iberia,2017-11-20,positive,5004
other,2017-12-14,negative,5005
other,2017-11-26,negative,5006
iberia,2017-11-26,negative,5007
other,2017-11-26,negative,5008
other,2017-11-26,negative,5009
ryanair,2017-12-03,neutral,5010
iberia,2017-12-01,negative,5011
iberia,2017-12-14,neutral,5012
other,2017-11-21,positive,5013
other,2017-12-02,neutral,5014
iberia,2017-12-02,neutral,5015
other,2017-12-02,neutral,5016
other,2017-12-02,neutral,5017
other,2017-12-02,neutral,5018
iberia,2017-11-27,positive,5019
other,2017-12-30,negative,5020
iberia,2018-01-01,negative,5021
other,2017-12-22,negative,5022
iberia,2017-12-22,negative,5023
other,2017-12-22,negative,5024
iberia,2018-01-02,negative,5025
iberia,2018-01-02,negative,5026
iberia,2017-12-18,neutral,5027
iberia,2017-12-14,negative,5028
other,2017-12-15,negative,5029
other,2017-12-18,positive,5030
iberia,2017-11-27,positive,5031
iberia,2017-11-21,neutral,5032
iberia,2017-12-14,negative,5033
aena,2017-12-14,negative,5034
iberia,2017-12-14,negative,5035
iberia,2017-11-04,positive,5036
iberia,2017-11-04,positive,5037
iberia,2017-12-14,negative,5038
iberia,2017-12-30,negative,5039
other,2017-12-24,neutral,5040
other,2017-12-24,neutral,5041
other,2017-12-24,neutral,5042
iberia,2017-12-24,neutral,5043
other,2017-12-24,neutral,5044
other,2017-12-24,neutral,5045
other,2017-12-24,neutral,5046
other,2017-12-24,neutral,5047
other,2017-12-24,neutral,5048
other,2017-11-03,neutral,5049
other,2017-11-03,neutral,5050
other,2017-11-03,neutral,5051
other,2017-11-03,neutral,5052
ryanair,2017-11-03,neutral,5053
ryanair,2017-11-03,neutral,5054
easyjet,2017-11-03,neutral,5055
iberia,2017-11-03,neutral,5056
other,2017-11-03,neutral,5057
other,2017-12-29,neutral,5058
other,2017-12-29,neutral,5059
iberia,2017-12-14,neutral,5060
ryanair,2017-11-14,neutral,5061
other,2017-12-13,negative,5062
iberia,2017-12-14,positive,5063
iberia,2017-11-30,positive,5064
other,2017-12-27,negative,5065
other,2017-12-27,negative,5066
iberia,2017-11-25,negative,5067
other,2017-10-27,neutral,5068
iberia,2017-10-27,neutral,5069
iberia,2017-12-05,negative,5070
other,2017-11-30,negative,5071
iberia,2017-11-30,negative,5072
other,2017-11-30,negative,5073
iberia,2017-11-04,neutral,5074
airnostrum,2017-11-04,neutral,5075
other,2017-11-04,neutral,5076
other,2017-11-07,positive,5077
other,2017-11-07,positive,5078
other,2017-11-07,positive,5079
iberia,2017-11-07,positive,5080
iberia,2017-12-14,positive,5081
other,2017-12-14,positive,5082
other,2017-11-28,neutral,5083
other,2017-11-28,neutral,5084
iberia,2017-11-07,negative,5085
other,2017-12-13,negative,5086
iberia,2017-12-13,negative,5087
iberia,2017-12-13,negative,5088
iberia,2017-10-26,negative,5089
iberia,2017-12-03,negative,5090
iberia,2017-12-13,negative,5091
iberia,2017-11-13,positive,5092
iberia,2017-11-24,negative,5093
other,2018-01-02,negative,5094
iberia,2018-01-02,negative,5095
ryanair,2018-01-04,negative,5096
ryanair,2018-01-04,negative,5097
iberia,2018-01-03,neutral,5098
other,2017-12-03,positive,5099
iberia,2017-12-12,negative,5100
vueling,2017-11-30,neutral,5101
iberia,2017-11-30,neutral,5102
other,2017-12-23,neutral,5103
iberia,2017-12-23,neutral,5104
avianca,2017-12-14,negative,5105
iberia,2017-12-14,negative,5106
iberia,2017-11-22,positive,5107
other,2017-12-06,negative,5108
iberia,2017-12-06,negative,5109
other,2017-10-30,negative,5110
iberia,2017-10-30,negative,5111
iberia,2017-12-23,neutral,5112
iberia,2017-10-25,negative,5113
other,2017-11-27,negative,5114
iberia,2017-11-27,negative,5115
iberia,2017-12-18,positive,5116
other,2017-12-14,neutral,5117
other,2017-12-14,neutral,5118
other,2017-12-14,neutral,5119
iberia,2017-12-14,neutral,5120
other,2017-12-14,neutral,5121
other,2017-12-14,neutral,5122
other,2017-12-14,neutral,5123
other,2017-12-14,neutral,5124
other,2018-01-04,negative,5125
other,2017-12-13,negative,5126
iberia,2017-12-13,negative,5127
other,2017-11-28,neutral,5128
other,2017-11-28,neutral,5129
iberia,2017-11-28,neutral,5130
iberia,2017-12-05,negative,5131
other,2017-11-29,neutral,5132
iberia,2017-11-29,neutral,5133
iberia,2017-11-29,neutral,5134
iberia,2017-12-23,negative,5135
other,2017-11-27,neutral,5136
other,2017-12-06,negative,5137
avianca,2017-12-06,negative,5138
iberia,2017-12-06,negative,5139
avianca,2017-12-06,negative,5140
iberia,2017-12-06,negative,5141
iberia,2017-12-16,neutral,5142
other,2017-12-16,neutral,5143
iberia,2017-12-15,positive,5144
iberia,2017-11-02,negative,5145
other,2017-12-22,negative,5146
iberia,2017-12-22,negative,5147
other,2017-12-22,negative,5148
other,2017-12-22,negative,5149
other,2017-11-24,positive,5150
iberia,2017-11-30,negative,5151
other,2017-11-22,negative,5152
other,2017-12-14,negative,5153
iberia,2017-12-14,negative,5154
ryanair,2017-10-25,neutral,5155
other,2017-11-25,negative,5156
other,2017-11-25,negative,5157
other,2017-11-25,negative,5158
iberia,2017-11-07,negative,5159
iberia,2017-11-07,negative,5160
iberia,2017-10-30,negative,5161
iberia,2018-01-02,negative,5162
iberia,2017-12-13,negative,5163
ryanair,2017-11-23,negative,5164
iberia,2017-12-29,negative,5165
iberia,2017-12-02,positive,5166
iberia,2017-12-22,negative,5167
other,2017-12-22,negative,5168
iberia,2017-11-02,negative,5169
other,2017-11-16,neutral,5170
other,2017-11-16,neutral,5171
other,2017-12-04,neutral,5172
other,2017-12-04,neutral,5173
iberia,2017-12-26,negative,5174
iberia,2017-12-30,neutral,5175
iberia,2017-11-06,negative,5176
iberia,2017-12-04,neutral,5177
other,2017-10-30,neutral,5178
other,2017-11-05,positive,5179
other,2017-11-21,neutral,5180
iberia,2017-11-27,negative,5181
iberia,2017-11-03,negative,5182
iberia,2017-12-25,neutral,5183
other,2017-11-14,neutral,5184
other,2017-11-14,neutral,5185
other,2017-11-14,neutral,5186
vueling,2017-11-14,neutral,5187
iberia,2017-11-07,neutral,5188
iberia,2017-10-30,negative,5189
ryanair,2018-01-02,neutral,5190
iberia,2017-11-21,neutral,5191
iberia,2017-12-25,negative,5192
iberia,2017-11-02,negative,5193
iberia,2017-11-15,negative,5194
ryanair,2017-12-04,negative,5195
iberia,2018-01-01,negative,5196
iberia,2018-01-01,negative,5197
iberia,2017-12-03,negative,5198
other,2017-11-09,negative,5199
ryanair,2017-11-09,negative,5200
iberia,2017-12-02,negative,5201
iberia,2017-11-13,negative,5202
iberia,2017-12-02,neutral,5203
other,2017-11-14,neutral,5204
iberia,2017-11-29,neutral,5205
other,2017-11-14,negative,5206
iberia,2017-11-14,negative,5207
iberia,2017-12-04,negative,5208
avianca,2017-12-04,negative,5209
iberia,2017-12-04,negative,5210
iberia,2017-11-27,negative,5211
other,2017-12-05,negative,5212
other,2017-11-14,positive,5213
other,2017-11-14,positive,5214
other,2017-11-14,positive,5215
iberia,2017-11-14,positive,5216
other,2017-11-14,positive,5217
other,2017-11-14,positive,5218
other,2017-11-14,positive,5219
other,2017-11-14,positive,5220
other,2017-11-14,positive,5221
iberia,2017-12-03,neutral,5222
iberia,2017-11-21,negative,5223
other,2017-11-21,negative,5224
avianca,2017-11-05,negative,5225
other,2017-11-05,negative,5226
other,2017-11-05,negative,5227
other,2017-11-05,negative,5228
other,2017-11-05,negative,5229
